number,title,url,state,created_at,closed_at
6079,refactor(core): refactor tag to use di,https://github.com/toeverything/AFFiNE/pull/6079,merged,2024-03-12T08:54:56Z,2024-03-19T08:48:59Z
6228,feat(core): add page group and display properties,https://github.com/toeverything/AFFiNE/pull/6228,merged,2024-03-20T09:30:07Z,2024-03-25T08:04:51Z
6265,feat(core): add remove from collection to collection page list,https://github.com/toeverything/AFFiNE/pull/6265,merged,2024-03-22T05:56:18Z,2024-03-25T08:43:47Z
6268,feat(core): add confirm modal for delete tag action,https://github.com/toeverything/AFFiNE/pull/6268,merged,2024-03-22T08:43:08Z,2024-03-23T12:14:20Z
6296,fix(core): edit tag input autofocus,https://github.com/toeverything/AFFiNE/pull/6296,merged,2024-03-25T06:35:40Z,2024-03-25T08:19:45Z
6315,fix(core): tag color should use palette-line-color,https://github.com/toeverything/AFFiNE/pull/6315,merged,2024-03-26T04:44:05Z,2024-03-26T05:09:53Z
6362,feat(core): update i18n resources,https://github.com/toeverything/AFFiNE/pull/6362,merged,2024-03-28T07:57:55Z,2024-03-28T10:23:34Z
6383,fix(core): unexpected response style of shared page,https://github.com/toeverything/AFFiNE/pull/6383,merged,2024-03-29T03:12:52Z,2024-03-29T05:39:50Z
6398,fix(core): edit button missing in shared page,https://github.com/toeverything/AFFiNE/pull/6398,merged,2024-03-29T07:23:35Z,2024-04-01T07:03:45Z
6423,feat(core): add new doc button to collection page,https://github.com/toeverything/AFFiNE/pull/6423,merged,2024-04-01T05:56:29Z,2024-04-01T08:15:36Z
6428,feat(core): add favorite operation to all collection,https://github.com/toeverything/AFFiNE/pull/6428,merged,2024-04-01T06:48:59Z,2024-04-02T08:46:38Z
6433,fix(core): unexpected editable state after trash page refresh,https://github.com/toeverything/AFFiNE/pull/6433,merged,2024-04-01T07:40:20Z,2024-04-01T08:25:41Z
6436,feat(core): add confirm modal to add new doc button,https://github.com/toeverything/AFFiNE/pull/6436,merged,2024-04-01T09:59:59Z,2024-04-03T03:25:37Z
6442,fix(core): add max-height to tag filter,https://github.com/toeverything/AFFiNE/pull/6442,merged,2024-04-02T09:03:42Z,2024-04-03T04:16:38Z
6443,fix(core): unexpected collection item drag event,https://github.com/toeverything/AFFiNE/pull/6443,merged,2024-04-02T09:06:17Z,2024-04-02T14:37:39Z
6475,fix(core): unexpected horizontal scrolling after jump to block,https://github.com/toeverything/AFFiNE/pull/6475,merged,2024-04-08T05:45:50Z,2024-04-09T15:28:50Z
6477,fix(core): remove unexpected duplicate notification,https://github.com/toeverything/AFFiNE/pull/6477,merged,2024-04-08T06:07:43Z,2024-04-09T04:39:01Z
6480,fix(core): remove duplicate windows controls when right sidebar is expanded,https://github.com/toeverything/AFFiNE/pull/6480,merged,2024-04-08T06:24:23Z,2024-04-09T04:27:41Z
6486,feat(core): add responsive styles to collection filter,https://github.com/toeverything/AFFiNE/pull/6486,merged,2024-04-08T09:08:43Z,2024-04-09T04:16:12Z
6492,chore(core): update description of the workspace member,https://github.com/toeverything/AFFiNE/pull/6492,merged,2024-04-09T06:31:52Z,2024-04-11T10:03:57Z
6496,feat(core): add sign in to not found page,https://github.com/toeverything/AFFiNE/pull/6496,merged,2024-04-09T08:30:10Z,2024-04-10T07:37:47Z
6502,feat(core): adjust the display settings to be independent for each workspace,https://github.com/toeverything/AFFiNE/pull/6502,merged,2024-04-10T08:34:42Z,2024-04-12T06:44:03Z
6503,feat(core): set the right sidebar to display TOC by default,https://github.com/toeverything/AFFiNE/pull/6503,merged,2024-04-10T08:58:39Z,2024-04-11T10:16:40Z
6520,fix(core): restore lost activation state of sidebar menu items,https://github.com/toeverything/AFFiNE/pull/6520,merged,2024-04-11T07:55:50Z,2024-04-12T10:46:53Z
6521,feat(core): add new doc button to collection item,https://github.com/toeverything/AFFiNE/pull/6521,merged,2024-04-11T08:46:25Z,2024-04-12T06:31:46Z
6524,fix(core): unexpected routing jump behavior,https://github.com/toeverything/AFFiNE/pull/6524,merged,2024-04-11T09:42:08Z,2024-04-11T10:42:54Z
6533,chore(core): update i18n resources,https://github.com/toeverything/AFFiNE/pull/6533,merged,2024-04-12T06:44:09Z,2024-04-15T06:07:57Z
6555,feat(core): copy to the clipboard whilst creating a shared link,https://github.com/toeverything/AFFiNE/pull/6555,merged,2024-04-15T04:41:34Z,2024-04-15T06:19:45Z
6557,fix(core): the page flashes when click the share button,https://github.com/toeverything/AFFiNE/pull/6557,merged,2024-04-15T06:29:38Z,2024-04-15T07:49:35Z
6578,feat(component): adjust notify styles,https://github.com/toeverything/AFFiNE/pull/6578,merged,2024-04-16T07:18:06Z,2024-04-17T12:47:37Z
6582,fix(core): signIn page style,https://github.com/toeverything/AFFiNE/pull/6582,merged,2024-04-16T09:21:15Z,2024-04-16T13:06:54Z
6597,fix(component): retrieve lost scroll bars in editor,https://github.com/toeverything/AFFiNE/pull/6597,merged,2024-04-17T09:29:42Z,2024-04-17T12:09:33Z
6630,fix(core): drag and drop files into doc,https://github.com/toeverything/AFFiNE/pull/6630,merged,2024-04-19T06:14:53Z,2024-04-19T06:35:50Z
6672,feat(core): add fallback component to member list,https://github.com/toeverything/AFFiNE/pull/6672,merged,2024-04-23T07:34:08Z,2024-04-25T02:38:01Z
6675,feat(core): optimize the shift multi-selection function of doc list,https://github.com/toeverything/AFFiNE/pull/6675,merged,2024-04-23T11:05:11Z,2024-04-24T08:08:28Z
6767,feat(i18n): update language resources,https://github.com/toeverything/AFFiNE/pull/6767,merged,2024-05-06T06:12:56Z,2024-05-06T10:57:35Z
6798,feat(core): add multiDelete to trash page,https://github.com/toeverything/AFFiNE/pull/6798,merged,2024-05-07T05:34:46Z,2024-05-07T07:06:40Z
6835,fix(core): member list does not display names correctly,https://github.com/toeverything/AFFiNE/pull/6835,merged,2024-05-08T07:56:32Z,2024-05-08T09:05:56Z
6836,fix(core): keep the delete button from being blocked,https://github.com/toeverything/AFFiNE/pull/6836,merged,2024-05-08T08:36:34Z,2024-05-09T08:36:36Z
6837,feat(core): add untagged group to GroupBy view,https://github.com/toeverything/AFFiNE/pull/6837,merged,2024-05-08T10:05:30Z,2024-05-09T02:43:35Z
6865,feat(core): tag groups sorted alphabetically,https://github.com/toeverything/AFFiNE/pull/6865,merged,2024-05-10T08:14:05Z,2024-05-13T03:59:49Z
6867,fix(core): add margin to scrollbar when clientBorder has no style,https://github.com/toeverything/AFFiNE/pull/6867,merged,2024-05-10T09:51:57Z,2024-05-11T05:55:57Z
6902,fix(core): page does not fully stretch the entire screen,https://github.com/toeverything/AFFiNE/pull/6902,merged,2024-05-13T05:01:00Z,2024-05-13T06:35:39Z
6903,fix(core): navigation shortcut keys can't be used when the sidebar is collapsed,https://github.com/toeverything/AFFiNE/pull/6903,merged,2024-05-13T06:14:35Z,2024-05-13T07:25:34Z
6906,chore: adjust quick search style,https://github.com/toeverything/AFFiNE/pull/6906,merged,2024-05-13T08:07:15Z,2024-05-14T07:38:38Z
6907,fix(core): the loading of cmdk flashes during synchronization,https://github.com/toeverything/AFFiNE/pull/6907,merged,2024-05-13T08:36:05Z,2024-05-13T09:22:52Z
6924,fix(core): unexpected toast style in editor,https://github.com/toeverything/AFFiNE/pull/6924,merged,2024-05-14T06:34:24Z,2024-05-14T07:50:59Z
6925,refactor(core): replace the loading state written in useState with useDebouncedValue,https://github.com/toeverything/AFFiNE/pull/6925,merged,2024-05-14T07:36:14Z,2024-05-16T08:22:39Z
6943,fix(core): add affine.pro to trustedDomain,https://github.com/toeverything/AFFiNE/pull/6943,merged,2024-05-15T04:48:05Z,2024-05-15T09:11:54Z
6944,fix(core): unexpected history preview style,https://github.com/toeverything/AFFiNE/pull/6944,merged,2024-05-15T05:54:48Z,2024-05-15T08:59:35Z
6966,feat(core): add private anchor link for sharing,https://github.com/toeverything/AFFiNE/pull/6966,merged,2024-05-16T09:42:45Z,2024-05-16T13:49:47Z
6972,refactor(core): replace history to ViewService.history,https://github.com/toeverything/AFFiNE/pull/6972,merged,2024-05-17T07:51:21Z,2024-05-22T04:11:53Z
7032,fix(core): unable to create blank lines correctly,https://github.com/toeverything/AFFiNE/pull/7032,merged,2024-05-22T10:16:17Z,2024-05-27T07:51:36Z
7040,feat(core): cmd+f search in doc function,https://github.com/toeverything/AFFiNE/pull/7040,merged,2024-05-23T05:12:57Z,2024-05-28T06:31:01Z
7076,fix(core): clear input value after selecting a tag in page info,https://github.com/toeverything/AFFiNE/pull/7076,merged,2024-05-27T06:10:04Z,2024-05-27T08:40:43Z
7087,chore: adjust find in page modal style,https://github.com/toeverything/AFFiNE/pull/7087,merged,2024-05-28T04:51:40Z,2024-05-28T06:32:41Z
7090,fix(core): block sharing link cannot be created when selecting inline,https://github.com/toeverything/AFFiNE/pull/7090,merged,2024-05-28T06:34:46Z,2024-06-04T02:49:48Z
7115,feat(core): add admin panel page,https://github.com/toeverything/AFFiNE/pull/7115,merged,2024-05-31T03:41:38Z,2024-05-31T09:53:06Z
7124,fix(core): listFloatingToolbar does not appear as expected,https://github.com/toeverything/AFFiNE/pull/7124,merged,2024-05-31T09:49:41Z,2024-05-31T10:27:44Z
7130,fix(core): unexpected autofill style in dark mode,https://github.com/toeverything/AFFiNE/pull/7130,merged,2024-06-03T09:35:49Z,2024-06-04T02:37:49Z
7149,refactor(core): replace the Modal of the FindInPage component with Dialog,https://github.com/toeverything/AFFiNE/pull/7149,merged,2024-06-04T11:43:29Z,2024-06-18T07:58:05Z
7247,feat(i18n): update resources and add Swedish language,https://github.com/toeverything/AFFiNE/pull/7247,merged,2024-06-18T08:53:15Z,2024-06-19T03:00:32Z
7337,chore(core): removed obsolete TODO,https://github.com/toeverything/AFFiNE/pull/7337,merged,2024-06-26T06:12:49Z,2024-06-27T06:43:35Z
7339,refactor(core): remove the automatic URL change feature,https://github.com/toeverything/AFFiNE/pull/7339,merged,2024-06-26T07:47:09Z,2024-06-27T06:03:34Z
7345,fix(core): unexpected text overflow style in dialog,https://github.com/toeverything/AFFiNE/pull/7345,merged,2024-06-26T11:24:57Z,2024-06-26T13:32:33Z
7409,feat(core): add doc info modal,https://github.com/toeverything/AFFiNE/pull/7409,merged,2024-07-02T11:10:49Z,2024-07-09T07:23:01Z
7465,fix(core): values in edit not saved when closing info modal,https://github.com/toeverything/AFFiNE/pull/7465,merged,2024-07-10T09:09:26Z,2024-07-22T03:37:39Z
7474,feat(component): add animations to modal,https://github.com/toeverything/AFFiNE/pull/7474,merged,2024-07-11T10:36:49Z,2024-07-22T03:38:14Z
7518,feat(templates): add arrows stickers,https://github.com/toeverything/AFFiNE/pull/7518,merged,2024-07-16T08:20:26Z,2024-07-19T06:40:34Z
7537,feat(admin): add self-host setup and user management page,https://github.com/toeverything/AFFiNE/pull/7537,merged,2024-07-18T09:00:52Z,2024-08-13T06:11:04Z
7538,fix(core): cmdk unexpected highlighting style,https://github.com/toeverything/AFFiNE/pull/7538,merged,2024-07-18T09:22:39Z,2024-07-19T05:54:33Z
7540,fix(core): bi-directional links responsive style,https://github.com/toeverything/AFFiNE/pull/7540,merged,2024-07-18T10:08:22Z,2024-07-19T05:37:40Z
7611,feat(admin): add prompt management page,https://github.com/toeverything/AFFiNE/pull/7611,merged,2024-07-26T06:51:16Z,2024-08-13T07:04:38Z
7618,feat(admin): add server runtime config settings,https://github.com/toeverything/AFFiNE/pull/7618,merged,2024-07-26T13:04:38Z,2024-08-13T06:51:31Z
7619,feat(admin): add config page to admin,https://github.com/toeverything/AFFiNE/pull/7619,merged,2024-07-26T14:29:20Z,2024-08-13T06:38:39Z
7646,fix(admin): handle error login status,https://github.com/toeverything/AFFiNE/pull/7646,merged,2024-07-30T04:57:32Z,2024-08-13T07:24:09Z
7661,feat(core): add track events for editor header,https://github.com/toeverything/AFFiNE/pull/7661,merged,2024-07-30T11:00:12Z,2024-08-07T06:05:45Z
7664,feat(core): add track events for page option,https://github.com/toeverything/AFFiNE/pull/7664,merged,2024-07-30T15:37:43Z,2024-08-07T06:06:47Z
7667,feat(core): add track events for page info,https://github.com/toeverything/AFFiNE/pull/7667,merged,2024-07-30T17:13:19Z,2024-08-07T06:07:21Z
7668,feat(core): add track events for cmdk,https://github.com/toeverything/AFFiNE/pull/7668,merged,2024-07-30T17:13:25Z,2024-08-07T06:07:49Z
7687,chore: add test for all collection and all tag,https://github.com/toeverything/AFFiNE/pull/7687,merged,2024-08-01T03:42:59Z,2024-08-13T08:32:06Z
7699,feat(core): add configuration for experimental features,https://github.com/toeverything/AFFiNE/pull/7699,merged,2024-08-02T04:29:42Z,2024-08-13T02:37:34Z
7733,fix(core): canvas text adapts to input scrolling,https://github.com/toeverything/AFFiNE/pull/7733,merged,2024-08-05T07:42:45Z,2024-08-05T09:38:49Z
7771,feat(i18n): add Spanish(Argentina) and Urdu,https://github.com/toeverything/AFFiNE/pull/7771,merged,2024-08-07T04:06:20Z,2024-08-07T09:09:32Z
7800,chore: adjust i18n,https://github.com/toeverything/AFFiNE/pull/7800,merged,2024-08-09T02:51:03Z,2024-08-09T04:22:33Z
7838,feat(core): new share menu,https://github.com/toeverything/AFFiNE/pull/7838,merged,2024-08-12T10:02:25Z,2024-08-19T06:02:31Z
7854,fix(admin): frequent query requests in the search,https://github.com/toeverything/AFFiNE/pull/7854,merged,2024-08-13T10:51:22Z,2024-08-14T04:01:33Z
7858,fix(admin): user form not dynamically updating as expected,https://github.com/toeverything/AFFiNE/pull/7858,merged,2024-08-13T17:06:42Z,2024-08-14T04:41:30Z
7870,fix(admin): nav bar incorrectly active state,https://github.com/toeverything/AFFiNE/pull/7870,merged,2024-08-14T06:50:49Z,2024-09-05T09:49:08Z
7878,feat(core): init editor setting ui,https://github.com/toeverything/AFFiNE/pull/7878,merged,2024-08-14T15:21:29Z,2024-08-22T04:38:49Z
7879,feat(component): add slider ui component,https://github.com/toeverything/AFFiNE/pull/7879,merged,2024-08-15T02:26:07Z,2024-08-22T04:36:37Z
7924,feat(core): add custom font family setting,https://github.com/toeverything/AFFiNE/pull/7924,merged,2024-08-19T14:30:55Z,2024-08-22T04:39:23Z
7931,feat(core): adjust share menu ui,https://github.com/toeverything/AFFiNE/pull/7931,merged,2024-08-21T03:25:58Z,2024-08-23T02:19:36Z
7952,feat(core): add sign in button to shared doc,https://github.com/toeverything/AFFiNE/pull/7952,merged,2024-08-23T03:33:14Z,2024-08-29T02:55:33Z
7954,chore(core): add Display bi-directional links setting row ui,https://github.com/toeverything/AFFiNE/pull/7954,merged,2024-08-23T05:02:13Z,2024-08-26T06:38:39Z
7955,feat(core): add outgoing links to doc info,https://github.com/toeverything/AFFiNE/pull/7955,merged,2024-08-23T05:24:33Z,2024-08-29T06:53:33Z
7984,chore(core): disable expand database block,https://github.com/toeverything/AFFiNE/pull/7984,merged,2024-08-27T03:49:25Z,2024-08-27T12:36:33Z
7988,refactor(core): move fontFamily and fullWidthLayout to editor settings,https://github.com/toeverything/AFFiNE/pull/7988,merged,2024-08-27T07:45:24Z,2024-08-28T02:47:40Z
7989,chore: adjust font menu and slider style,https://github.com/toeverything/AFFiNE/pull/7989,merged,2024-08-27T07:45:28Z,2024-08-28T02:48:12Z
7990,feat(core): add new doc default mode setting,https://github.com/toeverything/AFFiNE/pull/7990,merged,2024-08-27T07:45:32Z,2024-08-28T02:48:45Z
7991,feat(core): impl the Doc Info and Bi-Directional Links display settings,https://github.com/toeverything/AFFiNE/pull/7991,merged,2024-08-27T07:45:36Z,2024-08-28T02:49:08Z
8018,feat(core): impl AI switch,https://github.com/toeverything/AFFiNE/pull/8018,merged,2024-08-29T09:23:57Z,2024-09-04T08:56:37Z
8024,feat(core): bump blocksuite/icons,https://github.com/toeverything/AFFiNE/pull/8024,merged,2024-08-30T03:22:00Z,2024-08-30T03:54:32Z
8026,chore: modify the text content of share menu,https://github.com/toeverything/AFFiNE/pull/8026,merged,2024-08-30T04:16:20Z,2024-09-02T10:07:35Z
8040,chore: adjust custom font family style,https://github.com/toeverything/AFFiNE/pull/8040,merged,2024-09-02T05:09:53Z,2024-09-02T15:24:35Z
8044,chore: adjust experimental features text,https://github.com/toeverything/AFFiNE/pull/8044,merged,2024-09-02T07:29:32Z,2024-09-02T07:52:35Z
8053,feat(core): add color picker ui to editor settings,https://github.com/toeverything/AFFiNE/pull/8053,merged,2024-09-02T16:21:14Z,2024-09-03T03:26:33Z
8089,feat(core): add enable url preview to workspace settings,https://github.com/toeverything/AFFiNE/pull/8089,merged,2024-09-04T09:11:43Z,2024-09-10T04:17:02Z
8090,feat(core): temporarily add page mode editor settings to appearance settings,https://github.com/toeverything/AFFiNE/pull/8090,merged,2024-09-04T10:18:36Z,2024-09-05T08:42:29Z
8091,fix(core): hide the footer that blocks the toolbar in shared page,https://github.com/toeverything/AFFiNE/pull/8091,merged,2024-09-04T10:57:25Z,2024-09-05T07:26:52Z
8116,chore: add i18n support for ai confirm modal,https://github.com/toeverything/AFFiNE/pull/8116,merged,2024-09-05T08:59:21Z,2024-09-05T14:32:51Z
8117,fix(core): remove joined workspace icon from current worksapce card,https://github.com/toeverything/AFFiNE/pull/8117,merged,2024-09-05T09:24:09Z,2024-09-05T15:10:50Z
8119,feat(core): update i18n resources,https://github.com/toeverything/AFFiNE/pull/8119,merged,2024-09-05T09:43:02Z,2024-09-05T13:04:41Z
8120,chore: remove deprecated admin panel,https://github.com/toeverything/AFFiNE/pull/8120,merged,2024-09-05T10:02:09Z,2024-09-05T14:19:50Z
8139,fix(core): some fonts are unavailable,https://github.com/toeverything/AFFiNE/pull/8139,merged,2024-09-06T04:54:05Z,2024-09-06T05:21:35Z
8143,fix(core): deleted doc should not appear in tag pages,https://github.com/toeverything/AFFiNE/pull/8143,merged,2024-09-06T07:26:33Z,2024-09-06T10:52:34Z
8146,fix(core): adjust editor settings preview style,https://github.com/toeverything/AFFiNE/pull/8146,merged,2024-09-06T09:32:30Z,2024-09-06T10:17:41Z
8151,chore: sort font weight options,https://github.com/toeverything/AFFiNE/pull/8151,merged,2024-09-06T10:50:06Z,2024-09-06T11:53:42Z
8152,fix(core): disable border thickness setting when no border is selected,https://github.com/toeverything/AFFiNE/pull/8152,merged,2024-09-06T11:25:36Z,2024-09-09T03:36:33Z
8171,fix(core): unexpected jump when clicking save tag,https://github.com/toeverything/AFFiNE/pull/8171,merged,2024-09-09T06:57:31Z,2024-09-09T08:07:39Z
8176,fix(component): windows client does not have app controls on some pages,https://github.com/toeverything/AFFiNE/pull/8176,merged,2024-09-09T10:30:11Z,2024-09-12T06:47:40Z
8182,fix(core): page jumps unexpectedly when clicking the collection operation,https://github.com/toeverything/AFFiNE/pull/8182,merged,2024-09-10T06:12:25Z,2024-09-10T06:53:33Z
8184,chore: bump theme version,https://github.com/toeverything/AFFiNE/pull/8184,merged,2024-09-10T06:34:35Z,2024-09-10T09:20:42Z
8185,chore: adjust the border color of Point component,https://github.com/toeverything/AFFiNE/pull/8185,merged,2024-09-10T06:34:39Z,2024-09-10T09:33:38Z
8203,fix(core): title could not be changed when creating a new doc,https://github.com/toeverything/AFFiNE/pull/8203,merged,2024-09-11T10:05:24Z,2024-09-12T08:06:37Z
8234,refactor(core): adjust error detail and add error component to routes,https://github.com/toeverything/AFFiNE/pull/8234,merged,2024-09-13T03:27:04Z,2024-09-19T02:23:37Z
8285,fix(core): workspace sharing settings should not be displayed when there is no permission,https://github.com/toeverything/AFFiNE/pull/8285,merged,2024-09-18T07:12:36Z,2024-09-18T07:46:34Z
8289,fix(core): adjust app updater button style,https://github.com/toeverything/AFFiNE/pull/8289,merged,2024-09-18T07:44:35Z,2024-09-18T08:31:35Z
8295,chore: adjust modal background color for peek view,https://github.com/toeverything/AFFiNE/pull/8295,merged,2024-09-18T09:04:05Z,2024-09-18T09:34:34Z
8301,chore: update i18n rescources,https://github.com/toeverything/AFFiNE/pull/8301,merged,2024-09-18T13:06:17Z,2024-09-19T02:24:10Z
8350,chore: remove page settings from appearance settings,https://github.com/toeverything/AFFiNE/pull/8350,merged,2024-09-23T05:53:06Z,2024-09-24T04:37:31Z
8351,fix(core): handle composition event for Input component,https://github.com/toeverything/AFFiNE/pull/8351,merged,2024-09-23T06:48:39Z,2024-09-25T02:12:35Z
8356,fix(core): unexpected routing history appears on the shared page,https://github.com/toeverything/AFFiNE/pull/8356,merged,2024-09-23T10:18:54Z,2024-09-24T04:14:44Z
8359,feat(core): set doc mode and primary doc mode separately,https://github.com/toeverything/AFFiNE/pull/8359,merged,2024-09-23T17:34:13Z,2024-10-17T14:01:35Z
8370,fix(core): can not scroll when backlink list is too long,https://github.com/toeverything/AFFiNE/pull/8370,merged,2024-09-24T09:02:50Z,2024-09-25T04:38:36Z
8374,feat(core): make AI functions follow server configuration,https://github.com/toeverything/AFFiNE/pull/8374,merged,2024-09-24T09:53:46Z,2024-10-16T05:03:56Z
8385,refactor(core): refactor left sidebar to use di,https://github.com/toeverything/AFFiNE/pull/8385,merged,2024-09-25T07:45:18Z,2024-09-27T09:43:33Z
8393,feat(core): show floating sidebar when hovering sidebar swtich,https://github.com/toeverything/AFFiNE/pull/8393,merged,2024-09-25T18:31:35Z,2024-10-09T03:59:35Z
8395,fix(core): adjust the tracking point for copy sharing link,https://github.com/toeverything/AFFiNE/pull/8395,merged,2024-09-26T02:32:54Z,2024-09-26T03:37:31Z
8444,chore: update app updater button style,https://github.com/toeverything/AFFiNE/pull/8444,merged,2024-10-08T02:54:29Z,2024-10-08T04:49:35Z
8461,fix(core): unexpected double-click behavior when selecting multiple options on all doc pages,https://github.com/toeverything/AFFiNE/pull/8461,merged,2024-10-09T06:03:36Z,2024-10-17T14:27:34Z
8475,fix(core): sidebar can not be collapsed on mobile,https://github.com/toeverything/AFFiNE/pull/8475,merged,2024-10-11T04:21:50Z,2024-10-11T08:27:32Z
8477,fix(core): prevent floating sidebar from disappearing unexpectedly,https://github.com/toeverything/AFFiNE/pull/8477,merged,2024-10-11T04:45:39Z,2024-10-19T13:36:39Z
8506,fix(core): sidebar shakes unexpectedly during init on mobile,https://github.com/toeverything/AFFiNE/pull/8506,merged,2024-10-16T05:44:32Z,2024-10-21T05:25:35Z
8515,chore: format readme.md,https://github.com/toeverything/AFFiNE/pull/8515,merged,2024-10-16T10:10:53Z,2024-10-16T10:37:39Z
8531,feat(core): prevent the floating sidebar from showing immediately after the sidebar is closed,https://github.com/toeverything/AFFiNE/pull/8531,merged,2024-10-17T06:17:37Z,2024-10-21T05:38:35Z
8535,feat(core): close the floating sidebar when creating and opening a doc,https://github.com/toeverything/AFFiNE/pull/8535,merged,2024-10-17T06:38:00Z,2024-10-17T14:14:39Z
8548,chore: adjust style of CloudUserAvatar,https://github.com/toeverything/AFFiNE/pull/8548,merged,2024-10-18T09:59:40Z,2024-10-19T13:50:37Z
8560,feat(core): keep the sidebar instance when the sidebar is collapsed,https://github.com/toeverything/AFFiNE/pull/8560,merged,2024-10-21T05:57:22Z,2024-10-21T06:41:32Z
8562,fix(core): clicking change mode in the menu should switch both view and mode,https://github.com/toeverything/AFFiNE/pull/8562,merged,2024-10-21T06:40:26Z,2024-10-22T03:42:35Z
8564,feat(core): add tooltips to PropertyItem,https://github.com/toeverything/AFFiNE/pull/8564,merged,2024-10-21T08:36:18Z,2024-10-22T07:12:33Z
8567,refactor(core): improve editor gap appendParagraph function,https://github.com/toeverything/AFFiNE/pull/8567,merged,2024-10-21T10:16:54Z,2024-10-24T11:07:35Z
8574,chore: adjust hover tooltips for sidebar switch,https://github.com/toeverything/AFFiNE/pull/8574,merged,2024-10-22T04:27:07Z,2024-10-22T05:35:33Z
8582,chore: add track event to toggle sidebar switch,https://github.com/toeverything/AFFiNE/pull/8582,merged,2024-10-23T05:42:21Z,2024-10-24T03:52:34Z
8614,feat(core): add edgelessTheme property and edgelessDefault theme setting,https://github.com/toeverything/AFFiNE/pull/8614,merged,2024-10-28T06:28:54Z,2024-11-01T04:45:30Z
8619,chore: adjust floating sidebar style,https://github.com/toeverything/AFFiNE/pull/8619,merged,2024-10-28T09:40:06Z,2024-10-29T05:09:33Z
8631,feat(core): remember the scroll position of doc when routing forward and backward,https://github.com/toeverything/AFFiNE/pull/8631,merged,2024-10-29T14:54:18Z,2024-11-05T07:15:38Z
8640,chore: adjust tooltips side of doc properties,https://github.com/toeverything/AFFiNE/pull/8640,merged,2024-10-31T02:18:00Z,2024-10-31T03:50:03Z
8641,chore: adjust right sidebar style,https://github.com/toeverything/AFFiNE/pull/8641,merged,2024-10-31T02:26:19Z,2024-10-31T09:51:40Z
8642,feat(core): add createdBy property to default property,https://github.com/toeverything/AFFiNE/pull/8642,merged,2024-10-31T02:34:32Z,2024-10-31T05:17:36Z
8658,fix(core): unable to hide doc info,https://github.com/toeverything/AFFiNE/pull/8658,merged,2024-11-01T06:04:30Z,2024-11-01T07:04:35Z
8662,fix(core): dropdown menu cannot be hovered when it is at the bottom of doc,https://github.com/toeverything/AFFiNE/pull/8662,merged,2024-11-01T06:35:53Z,2024-11-01T07:55:33Z
8663,fix(core): handle uncaught ai flag,https://github.com/toeverything/AFFiNE/pull/8663,merged,2024-11-01T06:55:26Z,2024-11-01T09:18:21Z
8684,feat(core): add tooltips to the doc properties in the sidebar,https://github.com/toeverything/AFFiNE/pull/8684,merged,2024-11-04T07:04:58Z,2024-11-04T07:34:36Z
8687,fix(core): the full width layout feature does not work,https://github.com/toeverything/AFFiNE/pull/8687,merged,2024-11-04T08:15:48Z,2024-11-04T08:29:48Z
8698,fix(core): temporarily make AI functions not follow server configuration,https://github.com/toeverything/AFFiNE/pull/8698,merged,2024-11-04T17:25:51Z,2024-11-05T08:33:33Z
8717,feat(core): add tooltips to sidebar resize handle,https://github.com/toeverything/AFFiNE/pull/8717,merged,2024-11-06T04:50:57Z,2024-11-06T06:35:34Z
8775,feat(core): add page width property,https://github.com/toeverything/AFFiNE/pull/8775,merged,2024-11-11T06:33:52Z,2024-11-12T03:15:38Z
8788,feat(core): add i18n to descriptions of experimental feature,https://github.com/toeverything/AFFiNE/pull/8788,merged,2024-11-12T06:01:50Z,2024-11-12T07:10:32Z
8789,chore: fix typos,https://github.com/toeverything/AFFiNE/pull/8789,merged,2024-11-12T07:43:18Z,2024-11-12T08:52:33Z
8818,chore: remove community link from header,https://github.com/toeverything/AFFiNE/pull/8818,merged,2024-11-14T06:23:58Z,2024-11-14T08:29:36Z
8908,fix(core): image block size limits were not enforced as expected,https://github.com/toeverything/AFFiNE/pull/8908,merged,2024-11-25T04:15:13Z,2024-11-25T07:31:33Z
8915,fix(core): handle the situation where the app cannot be opened after logging in,https://github.com/toeverything/AFFiNE/pull/8915,merged,2024-11-25T09:17:02Z,2024-11-25T11:20:35Z
8920,feat(core): impl team workspace,https://github.com/toeverything/AFFiNE/pull/8920,merged,2024-11-25T14:12:45Z,2024-12-10T06:46:39Z
8924,fix(core): multiple settings dialog should not appear when click user plan button repeatedly,https://github.com/toeverything/AFFiNE/pull/8924,merged,2024-11-26T05:19:18Z,2024-11-26T06:04:33Z
9006,feat(core): support creating cloud workspaces to different servers,https://github.com/toeverything/AFFiNE/pull/9006,merged,2024-12-04T00:51:26Z,2024-12-04T06:55:37Z
9026,feat(core): impl team workspace,https://github.com/toeverything/AFFiNE/pull/9026,merged,2024-12-05T04:50:29Z,2024-12-06T02:08:27Z
9043,feat(core): add workspace billing,https://github.com/toeverything/AFFiNE/pull/9043,merged,2024-12-06T03:55:02Z,2024-12-10T06:48:34Z
9085,feat(core): add workspace quota panel for team workspace,https://github.com/toeverything/AFFiNE/pull/9085,merged,2024-12-10T06:33:44Z,2024-12-10T12:46:36Z
9091,fix(core): workspace billing cannot be opened,https://github.com/toeverything/AFFiNE/pull/9091,merged,2024-12-10T08:26:47Z,2024-12-10T12:31:36Z
